Year;race_ethnicity;date;milestone
1978;White;1978;The Bakke decision and affirmative action               
1978;White;1978;The Bakke decision and affirmative action               
1978;White;1978;The Bakke decision and affirmative action               
1978;White;1978;The Bakke decision and affirmative action               
1978;White;1978;The Bakke decision and affirmative action               
1978;White;1978;The Bakke decision and affirmative action               
1978;White;1978;The Bakke decision and affirmative action               
1978;White;1978;The Bakke decision and affirmative action               
1978;White;1978;The Bakke decision and affirmative action               
1978;White;1978;The Bakke decision and affirmative action               
1978;White;1978;The Bakke decision and affirmative action               
1978;White;1978;The Bakke decision and affirmative action               
1978;White;1978;The Bakke decision and affirmative action               
1978;White;1978;The Bakke decision and affirmative action               
1978;White;1978;The Bakke decision and affirmative action               
1978;White;1978;The Bakke decision and affirmative action               
1978;White;1978;The Bakke decision and affirmative action               
1978;White;1978;The Bakke decision and affirmative action               
1978;White;1978;The Bakke decision and affirmative action               
1978;White;1978;The Bakke decision and affirmative action               
1978;White;1978;The Bakke decision and affirmative action               
1978;White;1978;The Bakke decision and affirmative action               
1978;White;1978;The Bakke decision and affirmative action               
1978;White;1978;The Bakke decision and affirmative action               
1978;White;1978;The Bakke decision and affirmative action               
1979;White;;
1979;White;;
1979;White;;
1979;White;;
1979;White;;
1979;White;;
1979;White;;
1979;White;;
1979;White;;
1979;White;;
1979;White;;
1979;White;;
1979;White;;
1979;White;;
1979;White;;
1979;White;;
1979;White;;
1979;White;;
1979;White;;
1979;White;;
1979;White;;
1979;White;;
1979;White;;
1979;White;;
1979;White;;
1980;White;;
1980;White;;
1980;White;;
1980;White;;
1980;White;;
1980;White;;
1980;White;;
1980;White;;
1980;White;;
1980;White;;
1980;White;;
1980;White;;
1980;White;;
1980;White;;
1980;White;;
1980;White;;
1980;White;;
1980;White;;
1980;White;;
1980;White;;
1980;White;;
1980;White;;
1980;White;;
1980;White;;
1980;White;;
1981;White;;
1981;White;;
1981;White;;
1981;White;;
1981;White;;
1981;White;;
1981;White;;
1981;White;;
1981;White;;
1981;Black;;
1981;White;;
1981;White;;
1981;White;;
1981;White;;
1981;White;;
1981;White;;
1981;White;;
1981;White;;
1981;White;;
1981;White;;
1981;White;;
1981;White;;
1981;White;;
1981;White;;
1981;White;;
1982;White;;
1982;Asian;;
1982;White;;
1982;White;;
1982;White;;
1982;White;;
1982;Black;;
1982;White;;
1982;White;;
1982;White;;
1982;White;;
1982;White;;
1982;White;;
1982;White;;
1982;White;;
1982;White;;
1982;White;;
1982;White;;
1982;White;;
1982;White;;
1982;White;;
1982;White;;
1982;White;;
1982;White;;
1982;White;;
1983;White;;
1983;White;;
1983;White;;
1983;White;;
1983;White;;
1983;White;;
1983;White;;
1983;White;;
1983;White;;
1983;White;;
1983;White;;
1983;White;;
1983;White;;
1983;White;;
1983;White;;
1983;White;;
1983;White;;
1983;White;;
1983;White;;
1983;Black;;
1983;White;;
1983;White;;
1983;White;;
1983;White;;
1983;White;;
1984;White;1984;Jesse Jackson galvanizes black voters                   
1984;White;1984;Jesse Jackson galvanizes black voters                   
1984;White;1984;Jesse Jackson galvanizes black voters                   
1984;White;1984;Jesse Jackson galvanizes black voters                   
1984;White;1984;Jesse Jackson galvanizes black voters                   
1984;Black;1984;Jesse Jackson galvanizes black voters                   
1984;White;1984;Jesse Jackson galvanizes black voters                   
1984;Asian;1984;Jesse Jackson galvanizes black voters                   
1984;Asian;1984;Jesse Jackson galvanizes black voters                   
1984;White;1984;Jesse Jackson galvanizes black voters                   
1984;White;1984;Jesse Jackson galvanizes black voters                   
1984;White;1984;Jesse Jackson galvanizes black voters                   
1984;White;1984;Jesse Jackson galvanizes black voters                   
1984;White;1984;Jesse Jackson galvanizes black voters                   
1984;White;1984;Jesse Jackson galvanizes black voters                   
1984;White;1984;Jesse Jackson galvanizes black voters                   
1984;White;1984;Jesse Jackson galvanizes black voters                   
1984;White;1984;Jesse Jackson galvanizes black voters                   
1984;White;1984;Jesse Jackson galvanizes black voters                   
1984;White;1984;Jesse Jackson galvanizes black voters                   
1984;White;1984;Jesse Jackson galvanizes black voters                   
1984;White;1984;Jesse Jackson galvanizes black voters                   
1984;White;1984;Jesse Jackson galvanizes black voters                   
1984;White;1984;Jesse Jackson galvanizes black voters                   
1984;White;1984;Jesse Jackson galvanizes black voters                   
1985;White;;
1985;White;;
1985;White;;
1985;White;;
1985;White;;
1985;White;;
1985;White;;
1985;White;;
1985;White;;
1985;White;;
1985;White;;
1985;Black;;
1985;White;;
1985;White;;
1985;White;;
1985;Black;;
1985;White;;
1985;White;;
1985;Asian;;
1985;Black;;
1985;Asian;;
1985;Hispa;;
1985;White;;
1985;White;;
1985;White;;
1986;Black;1986;Oprah Winfrey launches syndicated talk show             
1986;White;1986;Oprah Winfrey launches syndicated talk show             
1986;White;1986;Oprah Winfrey launches syndicated talk show             
1986;White;1986;Oprah Winfrey launches syndicated talk show             
1986;White;1986;Oprah Winfrey launches syndicated talk show             
1986;White;1986;Oprah Winfrey launches syndicated talk show             
1986;White;1986;Oprah Winfrey launches syndicated talk show             
1986;White;1986;Oprah Winfrey launches syndicated talk show             
1986;White;1986;Oprah Winfrey launches syndicated talk show             
1986;White;1986;Oprah Winfrey launches syndicated talk show             
1986;White;1986;Oprah Winfrey launches syndicated talk show             
1986;White;1986;Oprah Winfrey launches syndicated talk show             
1986;White;1986;Oprah Winfrey launches syndicated talk show             
1986;White;1986;Oprah Winfrey launches syndicated talk show             
1986;White;1986;Oprah Winfrey launches syndicated talk show             
1986;White;1986;Oprah Winfrey launches syndicated talk show             
1986;White;1986;Oprah Winfrey launches syndicated talk show             
1986;White;1986;Oprah Winfrey launches syndicated talk show             
1986;White;1986;Oprah Winfrey launches syndicated talk show             
1986;White;1986;Oprah Winfrey launches syndicated talk show             
1986;White;1986;Oprah Winfrey launches syndicated talk show             
1986;White;1986;Oprah Winfrey launches syndicated talk show             
1986;White;1986;Oprah Winfrey launches syndicated talk show             
1986;White;1986;Oprah Winfrey launches syndicated talk show             
1986;White;1986;Oprah Winfrey launches syndicated talk show             
1987;White;;
1987;White;;
1987;White;;
1987;White;;
1987;White;;
1987;White;;
1987;White;;
1987;Black;;
1987;White;;
1987;Black;;
1987;White;;
1987;White;;
1987;White;;
1987;White;;
1987;White;;
1987;Hispa;;
1987;White;;
1987;White;;
1987;White;;
1987;White;;
1987;White;;
1987;White;;
1987;White;;
1987;White;;
1987;White;;
1988;White;;
1988;White;;
1988;White;;
1988;Black;;
1988;White;;
1988;White;;
1988;White;;
1988;White;;
1988;White;;
1988;White;;
1988;White;;
1988;White;;
1988;White;;
1988;White;;
1988;White;;
1988;White;;
1988;White;;
1988;White;;
1988;White;;
1988;White;;
1988;White;;
1988;White;;
1988;White;;
1988;White;;
1988;White;;
1989;White;;
1989;White;;
1989;White;;
1989;Black;;
1989;White;;
1989;White;;
1989;White;;
1989;White;;
1989;White;;
1989;Black;;
1989;Arab ;;
1989;White;;
1989;White;;
1989;White;;
1989;White;;
1989;White;;
1989;White;;
1989;White;;
1989;White;;
1989;White;;
1989;White;;
1989;White;;
1989;White;;
1989;White;;
1989;White;;
1990;White;;
1990;White;;
1990;White;;
1990;White;;
1990;White;;
1990;White;;
1990;Hispa;;
1990;White;;
1990;White;;
1990;White;;
1990;White;;
1990;White;;
1990;White;;
1990;White;;
1990;White;;
1990;White;;
1990;White;;
1990;Black;;
1990;White;;
1990;White;;
1990;Arab ;;
1990;White;;
1990;White;;
1990;White;;
1990;White;;
1991;White;;
1991;White;;
1991;White;;
1991;White;;
1991;White;;
1991;White;;
1991;White;;
1991;Asian;;
1991;White;;
1991;White;;
1991;White;;
1991;White;;
1991;White;;
1991;White;;
1991;White;;
1991;White;;
1991;White;;
1991;White;;
1991;White;;
1991;White;;
1991;White;;
1991;Black;;
1991;White;;
1991;White;;
1991;White;;
1992;White;1992;Los Angeles riots                                       
1992;White;1992;Los Angeles riots                                       
1992;White;1992;Los Angeles riots                                       
1992;White;1992;Los Angeles riots                                       
1992;Black;1992;Los Angeles riots                                       
1992;Black;1992;Los Angeles riots                                       
1992;White;1992;Los Angeles riots                                       
1992;White;1992;Los Angeles riots                                       
1992;White;1992;Los Angeles riots                                       
1992;White;1992;Los Angeles riots                                       
1992;White;1992;Los Angeles riots                                       
1992;White;1992;Los Angeles riots                                       
1992;White;1992;Los Angeles riots                                       
1992;White;1992;Los Angeles riots                                       
1992;White;1992;Los Angeles riots                                       
1992;White;1992;Los Angeles riots                                       
1992;White;1992;Los Angeles riots                                       
1992;White;1992;Los Angeles riots                                       
1992;White;1992;Los Angeles riots                                       
1992;White;1992;Los Angeles riots                                       
1992;White;1992;Los Angeles riots                                       
1992;White;1992;Los Angeles riots                                       
1992;White;1992;Los Angeles riots                                       
1992;Irish;1992;Los Angeles riots                                       
1992;White;1992;Los Angeles riots                                       
1993;White;;
1993;Black;;
1993;White;;
1993;White;;
1993;White;;
1993;White;;
1993;White;;
1993;White;;
1993;White;;
1993;White;;
1993;Black;;
1993;White;;
1993;White;;
1993;White;;
1993;White;;
1993;White;;
1993;White;;
1993;Hispa;;
1993;White;;
1993;White;;
1993;White;;
1993;White;;
1993;White;;
1993;White;;
1993;White;;
1994;Black;;
1994;White;;
1994;White;;
1994;White;;
1994;White;;
1994;Black;;
1994;White;;
1994;White;;
1994;White;;
1994;White;;
1994;White;;
1994;White;;
1994;White;;
1994;White;;
1994;White;;
1994;White;;
1994;White;;
1994;White;;
1994;Asian;;
1994;White;;
1994;White;;
1994;White;;
1994;White;;
1994;White;;
1994;White;;
1995;White;1995;Million Man March                                       
1995;White;1995;Million Man March                                       
1995;White;1995;Million Man March                                       
1995;White;1995;Million Man March                                       
1995;White;1995;Million Man March                                       
1995;White;1995;Million Man March                                       
1995;White;1995;Million Man March                                       
1995;White;1995;Million Man March                                       
1995;White;1995;Million Man March                                       
1995;White;1995;Million Man March                                       
1995;White;1995;Million Man March                                       
1995;White;1995;Million Man March                                       
1995;White;1995;Million Man March                                       
1995;White;1995;Million Man March                                       
1995;White;1995;Million Man March                                       
1995;White;1995;Million Man March                                       
1995;White;1995;Million Man March                                       
1995;White;1995;Million Man March                                       
1995;White;1995;Million Man March                                       
1995;White;1995;Million Man March                                       
1995;White;1995;Million Man March                                       
1995;White;1995;Million Man March                                       
1995;White;1995;Million Man March                                       
1995;White;1995;Million Man March                                       
1995;White;1995;Million Man March                                       
1996;White;;
1996;White;;
1996;White;;
1996;White;;
1996;White;;
1996;Black;;
1996;White;;
1996;White;;
1996;White;;
1996;White;;
1996;White;;
1996;White;;
1996;White;;
1996;White;;
1996;White;;
1996;White;;
1996;White;;
1996;White;;
1996;White;;
1996;Black;;
1996;White;;
1996;White;;
1996;White;;
1996;White;;
1996;White;;
1997;White;;
1997;White;;
1997;White;;
1997;White;;
1997;White;;
1997;White;;
1997;White;;
1997;White;;
1997;White;;
1997;White;;
1997;White;;
1997;White;;
1997;White;;
1997;White;;
1997;White;;
1997;White;;
1997;White;;
1997;White;;
1997;White;;
1997;White;;
1997;Arab ;;
1997;White;;
1997;White;;
1997;White;;
1997;White;;
1998;White;;
1998;White;;
1998;White;;
1998;White;;
1998;White;;
1998;White;;
1998;White;;
1998;White;;
1998;White;;
1998;White;;
1998;White;;
1998;Hispa;;
1998;White;;
1998;White;;
1998;White;;
1998;White;;
1998;White;;
1998;White;;
1998;White;;
1998;White;;
1998;White;;
1998;White;;
1998;White;;
1998;White;;
1998;White;;
1999;White;;
1999;White;;
1999;White;;
1999;White;;
1999;Black;;
1999;White;;
1999;White;;
1999;Black;;
1999;White;;
1999;White;;
1999;White;;
1999;White;;
1999;White;;
1999;White;;
1999;White;;
1999;White;;
1999;White;;
1999;White;;
1999;White;;
1999;White;;
1999;White;;
1999;Indo ;;
1999;White;;
1999;White;;
1999;White;;
2000;White;;
2000;White;;
2000;White;;
2000;White;;
2000;White;;
2000;White;;
2000;White;;
2000;Hispa;;
2000;White;;
2000;White;;
2000;White;;
2000;White;;
2000;White;;
2000;White;;
2000;White;;
2000;White;;
2000;White;;
2000;White;;
2000;White;;
2000;White;;
2000;Asian;;
2000;White;;
2000;White;;
2000;White;;
2000;White;;
2001;White;2001;Colin Powell becomes secretary of state                 
2001;White;2001;Colin Powell becomes secretary of state                 
2001;Black;2001;Colin Powell becomes secretary of state                 
2001;Black;2001;Colin Powell becomes secretary of state                 
2001;White;2001;Colin Powell becomes secretary of state                 
2001;White;2001;Colin Powell becomes secretary of state                 
2001;White;2001;Colin Powell becomes secretary of state                 
2001;Asian;2001;Colin Powell becomes secretary of state                 
2001;White;2001;Colin Powell becomes secretary of state                 
2001;White;2001;Colin Powell becomes secretary of state                 
2001;Black;2001;Colin Powell becomes secretary of state                 
2001;White;2001;Colin Powell becomes secretary of state                 
2001;White;2001;Colin Powell becomes secretary of state                 
2001;White;2001;Colin Powell becomes secretary of state                 
2001;White;2001;Colin Powell becomes secretary of state                 
2001;White;2001;Colin Powell becomes secretary of state                 
2001;White;2001;Colin Powell becomes secretary of state                 
2001;White;2001;Colin Powell becomes secretary of state                 
2001;White;2001;Colin Powell becomes secretary of state                 
2001;White;2001;Colin Powell becomes secretary of state                 
2001;White;2001;Colin Powell becomes secretary of state                 
2001;White;2001;Colin Powell becomes secretary of state                 
2001;White;2001;Colin Powell becomes secretary of state                 
2001;White;2001;Colin Powell becomes secretary of state                 
2001;White;2001;Colin Powell becomes secretary of state                 
2002;White;;
2002;White;;
2002;White;;
2002;White;;
2002;White;;
2002;White;;
2002;White;;
2002;White;;
2002;White;;
2002;White;;
2002;Hispa;;
2002;White;;
2002;White;;
2002;White;;
2002;White;;
2002;White;;
2002;White;;
2002;Black;;
2002;White;;
2002;White;;
2002;White;;
2002;White;;
2002;White;;
2002;White;;
2002;White;;
2003;White;;
2003;Asian;;
2003;White;;
2003;White;;
2003;White;;
2003;White;;
2003;Hispa;;
2003;Black;;
2003;White;;
2003;Asian;;
2003;White;;
2003;White;;
2003;White;;
2003;White;;
2003;White;;
2003;Arab ;;
2003;White;;
2003;White;;
2003;White;;
2003;White;;
2003;White;;
2003;White;;
2003;White;;
2003;White;;
2003;White;;
2004;Black;;
2004;White;;
2004;White;;
2004;White;;
2004;Black;;
2004;White;;
2004;White;;
2004;Black;;
2004;Black;;
2004;White;;
2004;White;;
2004;Hispa;;
2004;White;;
2004;White;;
2004;White;;
2004;White;;
2004;White;;
2004;White;;
2004;Black;;
2004;White;;
2004;White;;
2004;White;;
2004;White;;
2004;White;;
2004;White;;
2005;White;;
2005;Black;;
2005;White;;
2005;White;;
2005;White;;
2005;White;;
2005;White;;
2005;White;;
2005;White;;
2005;White;;
2005;White;;
2005;White;;
2005;White;;
2005;White;;
2005;White;;
2005;White;;
2005;White;;
2005;White;;
2005;White;;
2005;White;;
2005;Asian;;
2005;White;;
2005;White;;
2005;White;;
2005;White;;
2006;White;;
2006;White;;
2006;White;;
2006;Black;;
2006;Black;;
2006;White;;
2006;White;;
2006;Black;;
2006;Black;;
2006;White;;
2006;White;;
2006;White;;
2006;White;;
2006;White;;
2006;White;;
2006;Hispa;;
2006;White;;
2006;White;;
2006;Black;;
2006;Asian;;
2006;White;;
2006;White;;
2006;White;;
2006;White;;
2006;White;;
2007;White;;
2007;White;;
2007;White;;
2007;White;;
2007;White;;
2007;White;;
2007;White;;
2007;White;;
2007;White;;
2007;White;;
2007;White;;
2007;White;;
2007;White;;
2007;White;;
2007;White;;
2007;White;;
2007;Black;;
2007;White;;
2007;White;;
2007;White;;
2007;White;;
2007;White;;
2007;White;;
2007;White;;
2007;White;;
2008;White;2008;Barack Obama becomes 44th U.S. president                
2008;White;2008;Barack Obama becomes 44th U.S. president                
2008;White;2008;Barack Obama becomes 44th U.S. president                
2008;White;2008;Barack Obama becomes 44th U.S. president                
2008;White;2008;Barack Obama becomes 44th U.S. president                
2008;White;2008;Barack Obama becomes 44th U.S. president                
2008;White;2008;Barack Obama becomes 44th U.S. president                
2008;White;2008;Barack Obama becomes 44th U.S. president                
2008;White;2008;Barack Obama becomes 44th U.S. president                
2008;White;2008;Barack Obama becomes 44th U.S. president                
2008;White;2008;Barack Obama becomes 44th U.S. president                
2008;White;2008;Barack Obama becomes 44th U.S. president                
2008;White;2008;Barack Obama becomes 44th U.S. president                
2008;White;2008;Barack Obama becomes 44th U.S. president                
2008;White;2008;Barack Obama becomes 44th U.S. president                
2008;White;2008;Barack Obama becomes 44th U.S. president                
2008;White;2008;Barack Obama becomes 44th U.S. president                
2008;Black;2008;Barack Obama becomes 44th U.S. president                
2008;Black;2008;Barack Obama becomes 44th U.S. president                
2008;White;2008;Barack Obama becomes 44th U.S. president                
2008;White;2008;Barack Obama becomes 44th U.S. president                
2008;White;2008;Barack Obama becomes 44th U.S. president                
2008;White;2008;Barack Obama becomes 44th U.S. president                
2008;White;2008;Barack Obama becomes 44th U.S. president                
2008;White;2008;Barack Obama becomes 44th U.S. president                
2009;White;;
2009;White;;
2009;White;;
2009;Black;;
2009;White;;
2009;White;;
2009;White;;
2009;White;;
2009;White;;
2009;White;;
2009;White;;
2009;White;;
2009;White;;
2009;Black;;
2009;White;;
2009;White;;
2009;White;;
2009;White;;
2009;White;;
2009;Black;;
2009;White;;
2009;White;;
2009;White;;
2009;Black;;
2009;White;;
2010;White;;
2010;White;;
2010;White;;
2010;White;;
2010;White;;
2010;White;;
2010;White;;
2010;White;;
2010;White;;
2010;White;;
2010;White;;
2010;White;;
2010;White;;
2010;White;;
2010;White;;
2010;White;;
2010;White;;
2010;White;;
2010;White;;
2010;White;;
2010;White;;
2010;White;;
2010;White;;
2010;White;;
2010;White;;
2011;Hispa;;
2011;White;;
2011;White;;
2011;White;;
2011;White;;
2011;White;;
2011;White;;
2011;White;;
2011;White;;
2011;White;;
2011;White;;
2011;Black;;
2011;White;;
2011;White;;
2011;White;;
2011;Hispa;;
2011;White;;
2011;White;;
2011;White;;
2011;Black;;
2011;White;;
2011;White;;
2011;White;;
2011;White;;
2011;White;;
2012;White;;
2012;White;;
2012;White;;
2012;White;;
2012;Black;;
2012;White;;
2012;White;;
2012;White;;
2012;White;;
2012;White;;
2012;White;;
2012;White;;
2012;White;;
2012;Black;;
2012;White;;
2012;White;;
2012;White;;
2012;White;;
2012;White;;
2012;White;;
2012;Asian;;
2012;White;;
2012;White;;
2012;White;;
2012;White;;
2013;White;;
2013;White;;
2013;White;;
2013;Black;;
2013;White;;
2013;Black;;
2013;White;;
2013;White;;
2013;White;;
2013;White;;
2013;White;;
2013;White;;
2013;White;;
2013;White;;
2013;White;;
2013;White;;
2013;White;;
2013;Black;;
2013;White;;
2013;White;;
2013;White;;
2013;White;;
2013;White;;
2013;White;;
2013;White;;
2014;White;;
2014;White;;
2014;White;;
2014;White;;
2014;White;;
2014;White;;
2014;White;;
2014;White;;
2014;White;;
2014;White;;
2014;White;;
2014;White;;
2014;White;;
2014;White;;
2014;White;;
2014;White;;
2014;White;;
2014;White;;
2014;White;;
2014;White;;
2014;White;;
2014;White;;
2014;White;;
2014;White;;
2014;White;;
2015;White;;
2015;White;;
2015;White;;
2015;White;;
2015;White;;
2015;White;;
2015;White;;
2015;White;;
2015;White;;
2015;White;;
2015;White;;
2015;White;;
2015;White;;
2015;White;;
2015;White;;
2015;White;;
2015;White;;
2015;White;;
2015;White;;
2015;White;;
2015;White;;
2015;White;;
2015;White;;
2015;Irish;;
2015;White;;
